LSOA code,LSOA name,Value
E01002857,Kensington and Chelsea 001E,"486,500"
E01002858,Kensington and Chelsea 014C,"642,500"
E01002859,Kensington and Chelsea 012C,"1,772,500"
E01002860,Kensington and Chelsea 012D,"2,900,000"
E01002861,Kensington and Chelsea 014D,"1,577,500"
E01002862,Kensington and Chelsea 014E,"408,750"
E01002863,Kensington and Chelsea 012E,"2,800,000"
E01002864,Kensington and Chelsea 009A,"4,150,000"
E01002865,Kensington and Chelsea 011E,"5,135,000"
E01002866,Kensington and Chelsea 009B,"585,000"
E01002867,Kensington and Chelsea 009C,"863,000"
E01002868,Kensington and Chelsea 009D,"2,635,000"
E01002869,Kensington and Chelsea 009E,"1,100,000"
E01002870,Kensington and Chelsea 005A,
E01002871,Kensington and Chelsea 007B,"2,825,000"
E01002872,Kensington and Chelsea 005B,
E01002873,Kensington and Chelsea 007C,"1,397,500"
E01002874,Kensington and Chelsea 007D,"903,200"
E01002875,Kensington and Chelsea 007E,"1,000,000"
E01002876,Kensington and Chelsea 003A,"1,780,000"
E01002877,Kensington and Chelsea 003B,"575,000"
E01002878,Kensington and Chelsea 003C,"735,000"
E01002879,Kensington and Chelsea 005C,"540,000"
E01002880,Kensington and Chelsea 005D,
E01002881,Kensington and Chelsea 005E,"1,205,000"
E01002882,Kensington and Chelsea 006A,"1,353,000"
E01002883,Kensington and Chelsea 006B,"1,100,000"
E01002884,Kensington and Chelsea 006C,"937,500"
E01002885,Kensington and Chelsea 006D,"1,390,250"
E01002886,Kensington and Chelsea 006E,"2,400,000"
E01002887,Kensington and Chelsea 010A,"1,275,000"
E01002888,Kensington and Chelsea 013E,"1,100,000"
E01002889,Kensington and Chelsea 010B,"1,400,000"
E01002890,Kensington and Chelsea 010C,"4,100,000"
E01002891,Kensington and Chelsea 010D,"2,030,000"
E01002892,Kensington and Chelsea 010E,"1,527,500"
E01002893,Kensington and Chelsea 017C,"970,000"
E01002894,Kensington and Chelsea 017D,"940,000"
E01002895,Kensington and Chelsea 020B,"2,600,000"
E01002896,Kensington and Chelsea 020C,"900,000"
E01002897,Kensington and Chelsea 020D,"730,000"
E01002898,Kensington and Chelsea 017E,"1,887,500"
E01002899,Kensington and Chelsea 018A,"850,000"
E01002900,Kensington and Chelsea 018B,"1,812,500"
E01002901,Kensington and Chelsea 018C,"1,500,000"
E01002902,Kensington and Chelsea 018D,"1,650,000"
E01002903,Kensington and Chelsea 018E,"3,712,500"
E01002904,Kensington and Chelsea 002A,
E01002905,Kensington and Chelsea 002B,"685,000"
E01002906,Kensington and Chelsea 002C,"744,500"
E01002907,Kensington and Chelsea 002D,
E01002908,Kensington and Chelsea 003D,"1,250,000"
E01002909,Kensington and Chelsea 003E,"700,000"
E01002910,Kensington and Chelsea 019C,"1,925,000"
E01002911,Kensington and Chelsea 019D,"3,495,000"
E01002912,Kensington and Chelsea 020E,"1,075,000"
E01002913,Kensington and Chelsea 021E,"902,500"
E01002914,Kensington and Chelsea 019E,"2,625,000"
E01002915,Kingston upon Thames 014A,"585,000"
E01002916,Kingston upon Thames 014B,"715,000"
E01002917,Kingston upon Thames 014C,"731,554"
E01002918,Kingston upon Thames 017A,"422,500"
E01002919,Kingston upon Thames 017B,"305,000"
E01002920,Kingston upon Thames 014D,"725,000"
E01002921,Kingston upon Thames 011A,"392,000"
E01002922,Kingston upon Thames 010A,"442,500"
E01002923,Kingston upon Thames 013A,"457,500"
E01002924,Kingston upon Thames 014E,"900,000"
E01002925,Kingston upon Thames 013B,"385,000"
E01002926,Kingston upon Thames 010B,"782,000"
E01002927,Kingston upon Thames 008A,"570,000"
E01002928,Kingston upon Thames 008B,"622,500"
E01002929,Kingston upon Thames 007A,"925,000"
E01002930,Kingston upon Thames 007B,"550,000"
E01002931,Kingston upon Thames 007C,"790,000"
E01002932,Kingston upon Thames 006A,"465,000"
E01002933,Kingston upon Thames 004A,"700,000"
E01002934,Kingston upon Thames 004B,"1,020,000"
E01002935,Kingston upon Thames 003A,"545,000"
E01002937,Kingston upon Thames 004D,"825,000"
E01002938,Kingston upon Thames 003B,"823,100"
E01002939,Kingston upon Thames 018A,"400,000"
E01002940,Kingston upon Thames 020A,"430,475"
E01002941,Kingston upon Thames 018B,"431,237"
E01002942,Kingston upon Thames 018C,"517,500"
E01002943,Kingston upon Thames 020B,"455,125"
E01002944,Kingston upon Thames 019A,"432,500"
E01002945,Kingston upon Thames 019B,"340,000"
E01002946,Kingston upon Thames 019C,"431,250"
E01002947,Kingston upon Thames 019D,"443,500"
E01002948,Kingston upon Thames 020C,"435,750"
E01002949,Kingston upon Thames 020D,"450,000"
E01002950,Kingston upon Thames 020E,"316,000"
E01002951,Kingston upon Thames 003C,"775,000"
E01002952,Kingston upon Thames 002A,"2,150,000"
E01002953,Kingston upon Thames 002B,"1,550,000"
E01002954,Kingston upon Thames 003D,"368,000"
E01002955,Kingston upon Thames 002C,"850,000"
E01002956,Kingston upon Thames 002D,"978,000"
E01002957,Kingston upon Thames 003E,"344,750"
E01002958,Kingston upon Thames 008C,"668,000"
E01002959,Kingston upon Thames 002E,"1,480,000"
E01002960,Kingston upon Thames 006B,"995,000"
E01002961,Kingston upon Thames 008D,"1,020,000"
E01002962,Kingston upon Thames 006C,"580,000"
E01002963,Kingston upon Thames 007D,"450,000"
E01002964,Kingston upon Thames 005A,"442,250"
E01002965,Kingston upon Thames 009A,"477,500"
E01002966,Kingston upon Thames 010C,"605,000"
E01002967,Kingston upon Thames 009B,"470,000"
E01002968,Kingston upon Thames 009C,"572,500"
E01002969,Kingston upon Thames 005B,
E01002970,Kingston upon Thames 006D,"475,000"
E01002971,Kingston upon Thames 005C,"670,000"
E01002972,Kingston upon Thames 005D,"397,000"
E01002973,Kingston upon Thames 006E,"492,060"
E01002974,Kingston upon Thames 005E,"780,000"
E01002975,Kingston upon Thames 012A,"699,800"
E01002976,Kingston upon Thames 015A,"500,000"
E01002977,Kingston upon Thames 012B,"575,000"
E01002978,Kingston upon Thames 015B,"756,250"
E01002979,Kingston upon Thames 015C,"670,000"
E01002980,Kingston upon Thames 012C,"750,000"
E01002981,Kingston upon Thames 012D,"710,000"
E01002982,Kingston upon Thames 015D,"560,000"
E01002983,Kingston upon Thames 015E,"670,000"
E01002984,Kingston upon Thames 012E,"557,500"
E01002985,Kingston upon Thames 007E,"575,000"
E01002986,Kingston upon Thames 008E,"670,000"
E01002987,Kingston upon Thames 011B,"410,000"
E01002988,Kingston upon Thames 011C,"580,000"
E01002989,Kingston upon Thames 011D,"475,000"
E01002990,Kingston upon Thames 009D,"400,000"
E01002991,Kingston upon Thames 009E,"647,000"
E01002992,Kingston upon Thames 010D,"596,000"
E01002993,Kingston upon Thames 013C,"400,000"
E01002994,Kingston upon Thames 016A,"550,000"
E01002995,Kingston upon Thames 013D,"435,000"
E01002996,Kingston upon Thames 016B,"800,000"
E01002997,Kingston upon Thames 016C,"625,000"
E01002998,Kingston upon Thames 016D,"551,250"
E01002999,Kingston upon Thames 013E,"391,000"
E01003000,Kingston upon Thames 017C,"465,000"
E01003001,Kingston upon Thames 017D,"480,000"
E01003002,Kingston upon Thames 016E,"450,000"
E01003003,Kingston upon Thames 017E,"464,000"
E01003004,Kingston upon Thames 018D,"500,000"
E01003005,Kingston upon Thames 018E,"450,000"
E01003006,Kingston upon Thames 001A,"634,000"
E01003007,Kingston upon Thames 001B,"850,000"
E01003008,Kingston upon Thames 001C,"850,000"
E01003009,Kingston upon Thames 001D,"477,495"
E01003010,Kingston upon Thames 001E,"1,139,750"
E01003011,Kingston upon Thames 004E,"735,000"
E01033568,Kingston upon Thames 004F,"408,500"
E01033569,Kingston upon Thames 004G,"532,500"
E01003013,Lambeth 036A,"570,000"
E01003014,Lambeth 036B,"710,000"
E01003015,Lambeth 002A,"375,000"
E01003016,Lambeth 036C,"655,000"
E01003017,Lambeth 036D,"1,140,000"
E01003018,Lambeth 020A,"533,250"
E01003019,Lambeth 015A,"636,500"
E01003020,Lambeth 016A,"477,500"
E01003021,Lambeth 021A,"550,000"
E01003022,Lambeth 021B,"559,500"
E01003023,Lambeth 021C,"499,995"
E01003024,Lambeth 021D,"357,500"
E01003025,Lambeth 021E,"455,000"
E01003026,Lambeth 019A,"850,000"
E01003027,Lambeth 019B,"1,600,000"
E01003028,Lambeth 019C,"835,000"
E01003029,Lambeth 017A,"545,000"
E01003030,Lambeth 019D,"616,500"
E01003031,Lambeth 023A,"577,500"
E01003032,Lambeth 017B,"622,500"
E01003033,Lambeth 019E,"870,000"
E01003034,Lambeth 012A,"585,000"
E01003035,Lambeth 012B,"625,000"
E01003036,Lambeth 012C,"535,000"
E01003037,Lambeth 013A,"405,000"
E01003038,Lambeth 013B,"822,500"
E01003039,Lambeth 013C,"662,975"
E01003040,Lambeth 013D,"616,500"
E01003041,Lambeth 017C,"387,500"
E01003042,Lambeth 013E,"642,000"
E01003043,Lambeth 018A,"950,000"
E01003044,Lambeth 018B,
E01003045,Lambeth 011A,
E01003046,Lambeth 009A,"422,500"
E01003047,Lambeth 011B,"507,500"
E01003048,Lambeth 009B,"380,000"
E01003049,Lambeth 011C,"586,250"
E01003050,Lambeth 016B,"634,500"
E01003051,Lambeth 018C,"417,500"
E01003052,Lambeth 016C,
E01003053,Lambeth 015B,"675,000"
E01003054,Lambeth 015C,"548,750"
E01003055,Lambeth 016D,"499,975"
E01003056,Lambeth 015D,"593,500"
E01003057,Lambeth 017D,"520,000"
E01003058,Lambeth 015E,"545,000"
E01003059,Lambeth 011D,"466,050"
E01003060,Lambeth 011E,"462,500"
E01003061,Lambeth 011F,"422,500"
E01003062,Lambeth 033A,"393,750"
E01003063,Lambeth 033B,"420,000"
E01003064,Lambeth 028A,"575,000"
E01003065,Lambeth 031A,"515,000"
E01003066,Lambeth 028B,"461,500"
E01003067,Lambeth 033C,"574,998"
E01003068,Lambeth 031B,"610,000"
E01003069,Lambeth 033D,"499,950"
E01003070,Lambeth 033E,"350,500"
E01003071,Lambeth 018D,"647,500"
E01003072,Lambeth 014A,"1,116,500"
E01003073,Lambeth 014B,"690,000"
E01003074,Lambeth 018E,"645,000"
E01003075,Lambeth 009C,"385,000"
E01003076,Lambeth 014C,"485,000"
E01003077,Lambeth 014D,"482,500"
E01003078,Lambeth 014E,"1,000,000"
E01003079,Lambeth 027A,"414,000"
E01003080,Lambeth 027B,"669,100"
E01003081,Lambeth 028C,"440,000"
E01003082,Lambeth 031C,"634,000"
E01003083,Lambeth 030A,"732,500"
E01003084,Lambeth 030B,"508,000"
E01003085,Lambeth 030C,"636,500"
E01003086,Lambeth 031D,"490,000"
E01003087,Lambeth 031E,"345,000"
E01003088,Lambeth 010A,"807,500"
E01003089,Lambeth 008A,"380,000"
E01003090,Lambeth 012D,"530,375"
E01003091,Lambeth 008B,"423,500"
E01003092,Lambeth 008C,"476,000"
E01003093,Lambeth 010B,"370,000"
E01003094,Lambeth 010C,"602,500"
E01003095,Lambeth 012E,"650,000"
E01003096,Lambeth 010D,"620,000"
E01003097,Lambeth 006A,"451,000"
E01003098,Lambeth 005A,"535,000"
E01003099,Lambeth 005B,"453,750"
E01003100,Lambeth 005C,"490,000"
E01003101,Lambeth 003A,"475,000"
E01003102,Lambeth 004A,"525,000"
E01003104,Lambeth 004C,"438,500"
E01003105,Lambeth 003B,"530,000"
E01003106,Lambeth 003C,"555,750"
E01003107,Lambeth 003D,"758,000"
E01003108,Lambeth 002B,
E01003109,Lambeth 003E,"471,000"
E01003110,Lambeth 002C,"731,000"
E01003111,Lambeth 002D,"552,500"
E01003112,Lambeth 002E,"749,425"
E01003113,Lambeth 032A,"410,000"
E01003114,Lambeth 032B,"455,000"
E01003115,Lambeth 034A,"406,750"
E01003116,Lambeth 029A,"742,500"
E01003117,Lambeth 029B,"550,000"
E01003118,Lambeth 029C,"810,000"
E01003119,Lambeth 032C,"432,000"
E01003120,Lambeth 032D,"412,500"
E01003121,Lambeth 006B,"426,000"
E01003122,Lambeth 004D,"540,000"
E01003123,Lambeth 006C,"550,000"
E01003124,Lambeth 006D,"435,500"
E01003125,Lambeth 006E,
E01003126,Lambeth 008D,"460,000"
E01003127,Lambeth 010E,"592,500"
E01003128,Lambeth 008E,"452,500"
E01003129,Lambeth 004E,"807,500"
E01003130,Lambeth 026A,"796,500"
E01003131,Lambeth 026B,"437,500"
E01003132,Lambeth 024A,"421,500"
E01003133,Lambeth 027C,"450,000"
E01003134,Lambeth 027D,"501,000"
E01003135,Lambeth 026C,"540,000"
E01003136,Lambeth 022A,"535,000"
E01003137,Lambeth 022B,"325,000"
E01003138,Lambeth 026D,"608,750"
E01003139,Lambeth 035A,"535,000"
E01003140,Lambeth 035B,"510,500"
E01003141,Lambeth 034B,"551,750"
E01003142,Lambeth 035C,"536,000"
E01003143,Lambeth 035D,"570,000"
E01003144,Lambeth 034C,"750,000"
E01003145,Lambeth 034D,"535,000"
E01003146,Lambeth 035E,"593,000"
E01003147,Lambeth 034E,"450,000"
E01003148,Lambeth 032E,"510,000"
E01003149,Lambeth 030D,"655,000"
E01003150,Lambeth 032F,"400,000"
E01003151,Lambeth 026E,"320,000"
E01003152,Lambeth 027E,"510,000"
E01003153,Lambeth 029D,"422,500"
E01003154,Lambeth 030E,"432,500"
E01003155,Lambeth 029E,"487,500"
E01003156,Lambeth 023B,"640,000"
E01003157,Lambeth 023C,"1,191,000"
E01003158,Lambeth 023D,"718,500"
E01003159,Lambeth 022C,
E01003160,Lambeth 022D,"370,250"
E01003161,Lambeth 023E,"640,000"
E01003162,Lambeth 022E,
E01003163,Lambeth 023F,"720,000"
E01003164,Lambeth 025A,"426,000"
E01003165,Lambeth 025B,"550,000"
E01003166,Lambeth 028D,"431,250"
E01003167,Lambeth 028E,"840,000"
E01003168,Lambeth 025C,"625,000"
E01003169,Lambeth 025D,"587,500"
E01003170,Lambeth 025E,"765,000"
E01003171,Lambeth 020B,"608,000"
E01003172,Lambeth 024B,"385,000"
E01003173,Lambeth 020C,"757,500"
E01003174,Lambeth 024C,"360,000"
E01003175,Lambeth 024D,"560,300"
E01003176,Lambeth 016E,"425,000"
E01003177,Lambeth 020D,"565,000"
E01003178,Lambeth 020E,"611,500"
E01003179,Lambeth 024E,"311,500"
E01003180,Lambeth 005D,"637,000"
E01003181,Lambeth 007A,"394,250"
E01003182,Lambeth 009D,"510,500"
E01003183,Lambeth 005E,"641,500"
E01003184,Lambeth 007B,"400,000"
E01003185,Lambeth 007C,"525,000"
E01003186,Lambeth 007D,"516,000"
E01003187,Lambeth 007E,"508,000"
E01003188,Lambeth 009E,"597,000"
E01032582,Lambeth 036E,"1,176,000"
E01033207,Lambeth 004F,"646,000"
E01033208,Lambeth 004G,"717,500"
E01003189,Lewisham 034A,"402,500"
E01003190,Lewisham 034B,"420,000"
E01003191,Lewisham 034C,"307,500"
E01003192,Lewisham 034D,"282,500"
E01003193,Lewisham 029A,"440,000"
E01003194,Lewisham 029B,"456,500"
E01003195,Lewisham 029C,"500,000"
E01003196,Lewisham 029D,"425,000"
E01003197,Lewisham 029E,"406,500"
E01003198,Lewisham 009A,"607,500"
E01003199,Lewisham 007A,"480,000"
E01003200,Lewisham 009B,"775,000"
E01003201,Lewisham 007B,"421,500"
E01003202,Lewisham 009C,"690,000"
E01003203,Lewisham 009D,"317,535"
E01003204,Lewisham 007C,"437,500"
E01003205,Lewisham 007D,
E01003206,Lewisham 007E,"522,500"
E01003207,Lewisham 005A,"325,000"
E01003209,Lewisham 005B,"525,000"
E01003210,Lewisham 005C,"386,000"
E01003211,Lewisham 008B,"430,000"
E01003212,Lewisham 005D,"590,000"
E01003213,Lewisham 008C,"477,500"
E01003214,Lewisham 008D,"416,000"
E01003215,Lewisham 005E,"377,750"
E01003216,Lewisham 025A,"525,000"
E01003217,Lewisham 022A,"521,250"
E01003218,Lewisham 022B,"603,000"
E01003219,Lewisham 025B,"577,000"
E01003220,Lewisham 022C,"415,638"
E01003221,Lewisham 025C,"454,000"
E01003222,Lewisham 022D,"542,500"
E01003223,Lewisham 025D,"610,000"
E01003224,Lewisham 022E,"538,000"
E01003225,Lewisham 015A,"700,000"
E01003226,Lewisham 019A,"550,875"
E01003227,Lewisham 019B,"637,000"
E01003228,Lewisham 019C,"508,750"
E01003229,Lewisham 019D,"420,000"
E01003230,Lewisham 019E,"375,000"
E01003231,Lewisham 015B,"719,000"
E01003232,Lewisham 015C,"650,000"
E01003233,Lewisham 015D,"650,000"
E01003235,Lewisham 038A,"500,000"
E01003236,Lewisham 037A,"365,000"
E01003237,Lewisham 037B,"365,500"
E01003238,Lewisham 037C,"342,000"
E01003239,Lewisham 037D,"372,500"
E01003240,Lewisham 038B,"325,000"
E01003241,Lewisham 038C,"433,125"
E01003243,Lewisham 038D,"389,250"
E01003244,Lewisham 001A,"586,500"
E01003245,Lewisham 001B,
E01003246,Lewisham 002A,"540,000"
E01003247,Lewisham 001C,"385,000"
E01003248,Lewisham 002B,"230,000"
E01003249,Lewisham 001D,"420,000"
E01003250,Lewisham 001E,"420,000"
E01003251,Lewisham 002C,
E01003252,Lewisham 002D,
E01003253,Lewisham 002E,"310,000"
E01003254,Lewisham 021A,"630,000"
E01003255,Lewisham 021B,"405,000"
E01003256,Lewisham 028A,"373,750"
E01003257,Lewisham 028B,"412,500"
E01003258,Lewisham 028C,"400,000"
E01003259,Lewisham 028D,"564,500"
E01003260,Lewisham 021C,"755,000"
E01003261,Lewisham 021D,"568,775"
E01003262,Lewisham 021E,"390,000"
E01003263,Lewisham 023A,"500,000"
E01003264,Lewisham 031A,"380,000"
E01003265,Lewisham 031B,"275,000"
E01003266,Lewisham 031C,"354,750"
E01003267,Lewisham 031D,"422,500"
E01003268,Lewisham 023B,"450,000"
E01003269,Lewisham 023C,"510,000"
E01003270,Lewisham 023D,"457,500"
E01003271,Lewisham 023E,"572,500"
E01003272,Lewisham 014A,"661,250"
E01003273,Lewisham 011A,"695,000"
E01003274,Lewisham 014B,"567,500"
E01003275,Lewisham 014C,"570,000"
E01003276,Lewisham 014D,"690,000"
E01003277,Lewisham 011B,"514,000"
E01003278,Lewisham 011C,"477,500"
E01003279,Lewisham 011D,"700,000"
E01003280,Lewisham 016A,"320,000"
E01003281,Lewisham 016B,"595,000"
E01003282,Lewisham 013A,"480,000"
E01003283,Lewisham 013B,"872,500"
E01003284,Lewisham 013C,"695,000"
E01003285,Lewisham 016C,"373,500"
E01003286,Lewisham 013D,"365,000"
E01003287,Lewisham 016D,"575,000"
E01003288,Lewisham 012A,"400,000"
E01003290,Lewisham 012C,"331,250"
E01003291,Lewisham 012D,"504,750"
E01003292,Lewisham 017A,"625,000"
E01003293,Lewisham 017B,"375,000"
E01003295,Lewisham 017D,"402,125"
E01003296,Lewisham 012E,"313,000"
E01003297,Lewisham 003A,"230,500"
E01003298,Lewisham 039A,"347,500"
E01003299,Lewisham 003B,"527,000"
E01003300,Lewisham 039B,"413,750"
E01003301,Lewisham 003C,"442,500"
E01003302,Lewisham 003D,"262,500"
E01003303,Lewisham 039C,"421,000"
E01003304,Lewisham 039D,"290,000"
E01003305,Lewisham 003E,"450,000"
E01003307,Lewisham 024A,"500,000"
E01003308,Lewisham 024B,"435,000"
E01003309,Lewisham 027A,"400,000"
E01003310,Lewisham 027B,"375,000"
E01003311,Lewisham 027C,"605,000"
E01003312,Lewisham 027D,"535,000"
E01003313,Lewisham 027E,"390,000"
E01003314,Lewisham 024C,"557,000"
E01003315,Lewisham 024D,"393,000"
E01003316,Lewisham 024E,"596,000"
E01003317,Lewisham 020A,"393,500"
E01003318,Lewisham 020B,"320,000"
E01003319,Lewisham 018A,"413,200"
E01003320,Lewisham 018B,"395,000"
E01003321,Lewisham 020C,"470,000"
E01003322,Lewisham 020D,"540,000"
E01003323,Lewisham 018C,"425,000"
E01003324,Lewisham 020E,"485,000"
E01003325,Lewisham 018D,"382,500"
E01003326,Lewisham 035A,"502,500"
E01003327,Lewisham 035B,"486,250"
E01003328,Lewisham 035C,"407,500"
E01003329,Lewisham 033A,"495,000"
E01003330,Lewisham 033B,"516,500"
E01003331,Lewisham 033C,"395,000"
E01003332,Lewisham 033D,"406,500"
E01003333,Lewisham 035D,"501,250"
E01003334,Lewisham 033E,"432,500"
E01003335,Lewisham 035E,"366,250"
E01003336,Lewisham 010A,"470,000"
E01003337,Lewisham 010B,"332,500"
E01003338,Lewisham 006A,"415,000"
E01003339,Lewisham 006B,"466,000"
E01003340,Lewisham 006C,"548,250"
E01003341,Lewisham 006D,"618,500"
E01003342,Lewisham 010C,"463,125"
E01003343,Lewisham 006E,"490,000"
E01003344,Lewisham 010D,"550,000"
E01003345,Lewisham 010E,"503,500"
E01003346,Lewisham 026A,"416,500"
E01003347,Lewisham 030A,"350,000"
E01003348,Lewisham 030B,"403,500"
E01003349,Lewisham 026B,"351,250"
E01003350,Lewisham 030C,"426,000"
E01003351,Lewisham 026C,"362,500"
E01003352,Lewisham 030D,"528,750"
E01003353,Lewisham 030E,"459,000"
E01003354,Lewisham 026D,"240,000"
E01032564,Lewisham 037E,"327,500"
E01032565,Lewisham 038E,"360,000"
E01032579,Lewisham 039E,"370,000"
E01033320,Lewisham 017E,"395,000"
E01033322,Lewisham 017F,"357,500"
E01033324,Lewisham 008E,"550,000"
E01033325,Lewisham 008F,"220,000"
E01033327,Lewisham 012F,"382,500"
E01033341,Lewisham 012G,"315,000"
E01003355,Merton 009A,"600,000"
E01003356,Merton 009B,"835,000"
E01003357,Merton 012A,"500,000"
E01003358,Merton 009C,"782,500"
E01003359,Merton 006A,"645,000"
E01003360,Merton 006B,"783,000"
E01003361,Merton 015A,"630,000"
E01003362,Merton 021A,"705,000"
E01003363,Merton 021B,"630,000"
E01003364,Merton 021C,"650,000"
E01003365,Merton 021D,"700,000"
E01003366,Merton 016A,"545,000"
E01003367,Merton 005A,"490,000"
E01003368,Merton 008A,"495,000"
E01003369,Merton 005B,"481,000"
E01003370,Merton 005C,"460,000"
E01003371,Merton 005D,"700,500"
E01003372,Merton 008B,"410,000"
E01003373,Merton 018A,"210,000"
E01003374,Merton 022A,"361,750"
E01003375,Merton 022B,"465,000"
E01003376,Merton 012B,"447,500"
E01003377,Merton 012C,"245,000"
E01003378,Merton 018B,"420,000"
E01003379,Merton 018C,"262,500"
E01003380,Merton 011A,"650,063"
E01003381,Merton 016B,"655,000"
E01003382,Merton 011B,"700,000"
E01003383,Merton 009D,"790,750"
E01003384,Merton 009E,"596,999"
E01003385,Merton 011C,"955,000"
E01003386,Merton 013A,"425,000"
E01003387,Merton 014A,"275,750"
E01003388,Merton 013B,"355,000"
E01003389,Merton 013C,"451,000"
E01003390,Merton 018D,
E01003391,Merton 014B,
E01003392,Merton 013D,"445,000"
E01003393,Merton 008C,"400,000"
E01003394,Merton 007A,"566,250"
E01003395,Merton 007B,"462,500"
E01003396,Merton 007C,"675,000"
E01003397,Merton 007D,"610,000"
E01003398,Merton 007E,"527,500"
E01003399,Merton 011D,"535,000"
E01003400,Merton 003A,"947,000"
E01003401,Merton 004A,"692,500"
E01003402,Merton 004B,"850,000"
E01003403,Merton 004C,"865,000"
E01003404,Merton 004D,"575,000"
E01003405,Merton 018E,"360,000"
E01003406,Merton 008D,"460,000"
E01003407,Merton 008E,"255,000"
E01003408,Merton 012D,"372,500"
E01003409,Merton 013E,"465,000"
E01003410,Merton 012E,"354,500"
E01003411,Merton 014C,"406,500"
E01003412,Merton 014D,"380,000"
E01003413,Merton 017A,"393,400"
E01003414,Merton 017B,"435,000"
E01003415,Merton 017C,"462,500"
E01003416,Merton 017D,"442,475"
E01003417,Merton 025A,"451,000"
E01003418,Merton 025B,"482,000"
E01003419,Merton 025C,"463,250"
E01003420,Merton 025D,"456,000"
E01003421,Merton 021E,"422,500"
E01003422,Merton 025E,"500,000"
E01003423,Merton 011E,"722,500"
E01003424,Merton 015B,"1,127,500"
E01003425,Merton 015C,"935,000"
E01003426,Merton 015D,"792,500"
E01003427,Merton 023A,"395,000"
E01003428,Merton 015E,"628,750"
E01003429,Merton 019A,"465,500"
E01003430,Merton 019B,
E01003431,Merton 019C,
E01003432,Merton 019D,
E01003433,Merton 019E,"430,500"
E01003434,Merton 017E,"442,500"
E01003435,Merton 014E,"380,000"
E01003436,Merton 023B,"410,000"
E01003437,Merton 022C,"490,000"
E01003438,Merton 024A,"407,500"
E01003439,Merton 023C,"433,000"
E01003440,Merton 022D,"327,500"
E01003441,Merton 022E,"424,500"
E01003442,Merton 010A,"1,810,000"
E01003443,Merton 010B,"1,040,000"
E01003444,Merton 010C,"800,000"
E01003445,Merton 010D,"885,000"
E01003446,Merton 016C,"387,000"
E01003447,Merton 016D,"350,000"
E01003448,Merton 023D,"360,000"
E01003449,Merton 024B,"525,000"
E01003450,Merton 024C,"410,000"
E01003451,Merton 024D,"515,000"
E01003452,Merton 024E,"352,000"
E01003453,Merton 023E,"472,500"
E01003454,Merton 003B,"951,000"
E01003455,Merton 005E,"492,500"
E01003456,Merton 003C,"435,000"
E01003457,Merton 006C,"925,000"
E01003458,Merton 006D,"740,000"
E01003459,Merton 006E,"465,000"
E01003460,Merton 002A,"2,325,000"
E01003461,Merton 004E,"1,230,000"
E01003462,Merton 002B,"1,251,000"
E01003463,Merton 010E,"1,437,500"
E01003464,Merton 002C,"1,412,500"
E01003465,Merton 002D,"3,713,000"
E01003466,Merton 020A,"637,000"
E01003467,Merton 020B,"780,000"
E01003468,Merton 020C,"645,000"
E01003469,Merton 020D,"480,000"
E01003470,Merton 020E,"575,000"
E01003471,Merton 016E,"635,000"
E01003472,Merton 001A,"1,148,000"
E01003473,Merton 001B,"1,037,500"
E01003474,Merton 001C,"1,685,000"
E01003475,Merton 001D,"560,000"
E01003476,Merton 003D,"1,150,000"
E01003477,Merton 003E,"885,000"
E01003478,Merton 001E,"625,500"
E01003479,Newham 035A,"349,000"
E01003480,Newham 033A,"405,000"
E01003481,Newham 035B,"375,500"
E01003482,Newham 033B,"379,000"
E01003483,Newham 032A,"230,000"
E01003484,Newham 032B,"295,000"
E01003485,Newham 035C,"300,000"
E01003486,Newham 033C,
E01003487,Newham 033D,
E01003488,Newham 019A,"320,000"
E01003489,Newham 019B,"499,000"
E01003490,Newham 019C,"460,000"
E01003491,Newham 022A,"360,000"
E01003492,Newham 025A,"432,250"
E01003493,Newham 025B,"488,000"
E01003494,Newham 025C,"412,500"
E01003495,Newham 025D,"450,000"
E01003496,Newham 027A,"300,000"
E01003497,Newham 034A,"412,500"
E01003498,Newham 027B,"342,500"
E01003499,Newham 030A,"323,500"
E01003500,Newham 027C,"465,000"
E01003501,Newham 030B,"350,000"
E01003502,Newham 030C,"380,000"
E01003503,Newham 030D,"322,500"
E01003506,Newham 034D,"424,500"
E01003507,Newham 031A,"448,000"
E01003508,Newham 031B,"380,000"
E01003509,Newham 031C,
E01003511,Newham 036A,"403,000"
E01003512,Newham 036B,"348,500"
E01003513,Newham 035D,"310,000"
E01003514,Newham 036C,
E01003515,Newham 036D,
E01003516,Newham 032C,
E01003517,Newham 036E,"405,000"
E01003518,Newham 032D,"400,000"
E01003519,Newham 032E,"437,500"
E01003520,Newham 018A,"460,250"
E01003521,Newham 018B,"447,500"
E01003522,Newham 018C,"355,000"
E01003523,Newham 024A,"332,500"
E01003524,Newham 019D,"420,000"
E01003525,Newham 018D,"450,000"
E01003526,Newham 018E,"292,500"
E01003527,Newham 024B,"475,000"
E01003528,Newham 005A,
E01003529,Newham 010A,"488,000"
E01003530,Newham 010B,"495,000"
E01003531,Newham 010C,
E01003532,Newham 010D,"480,000"
E01003533,Newham 011A,
E01003534,Newham 010E,"515,000"
E01003535,Newham 023A,"385,000"
E01003536,Newham 023B,"397,500"
E01003537,Newham 024C,"411,750"
E01003538,Newham 029A,"366,788"
E01003539,Newham 029B,"426,000"
